(aaltoan01,Antti,Aalto)
(healepa01,Paul,Healey)
(healeri01,Rich,Healey)
(healygl01,Glenn,Healy)
(heaphsh01,Shawn,Heaphy)
(heaslma01,Mark,Heaslip)
(heathra01,Randy,Heath)
(heatlda01,Dany,Heatley)
(heatlmu01,Murray,Heatley)
(heavepa01,Paul,Heaver)
(hebenan01,Andy,Hebenton)
(hebencl01,Clay,Hebenton)
(hebergu01,Guy,Hebert)
(hebersa01,Sammy,Hebert)
(hechtjo01,Jochen,Hecht)
(heclra01,Radoslav,Hecl)
(hedbean01,Anders,Hedberg)
(hedbejo01,Johan,Hedberg)
(hedicbr01,Bret,Hedican)
(hedinpi01,Pierre,Hedin)
(hedmavi01,Victor,Hedman)
(hedstjo01,Jonathan,Hedstrom)
(heereje01,Jeff,Heerema)
(heffefr01,Frank,Heffernan)
(heffege01,Gerry,Heffernan)
(heggeho01,Howie,Heggedal)
(heidtmi01,Mike,Heidt)
(heikkil01,Ilkka,Heikkinen)
(heindbi01,Bill,Heindl)
(heinrli01,Lionel,Heinrich)
(heinssh01,Shawn,Heins)
(heinzri01,Rick,Heinz)
(heinzst01,Steve,Heinze)
(heiskea01,Earl,Heiskala)
(heistba01,Barrett,Heisten)
(hejdaja01,Jan,Hejda)
(hejdumi01,Milan,Hejduk)
(helanha01,Hannu,Helander)
(helanpe01,Peter,Helander)
(helblti01,Timo,Helbling)
(helenri01,Riku,Helenius)
(helensa01,Sami,Helenius)
(helleot01,Ott,Heller)
(helmaha01,Harry,Helman)
(helmda01,Darren,Helm)
(helmebr01,Bryan,Helmer)
(helmidw01,Dwight,Helminen)
(helmira01,Raimo,Helminen)
(heminco01,Colin,Hemingway)
(hemmeto01,Tony,Hemmerling)
(hemskal01,Ales,Hemsky)
(hendear01,Archie,Henderson)
(hendeja01,Jay,Henderson)
(hendejo01,John,Henderson)
(hendema01,Matt,Henderson)
(hendemu01,Murray,Henderson)
(hendepa01,Paul,Henderson)
(hendrda01,Darby,Hendrickson)
(hendrjo01,John,Hendrickson)
(hendrjo02,Jordan,Hendry)
(hendrma01,Matt,Hendricks)
(hennejo01,Josh,Hennessy)
(hennilo01,Lorne,Henning)
(henriad01,Adam,Henrique)
(henryal01,Alex,Henry)
(henrybu01,Burke,Henry)
(henryca01,Camille,Henry)
(henryda01,Dale,Henry)
(henrygo01,Gord,Henry)
(henryji01,Jim,Henry)
(henrypi01,Pierre,Henry)
(hensitj01,T.J.,Hensick)
(hentuju01,Jukka,Hentunen)
(hepplal01,Alan,Hepple)
(herbeia01,Ian,Herbers)
(herbeji01,Jimmy,Herberts)
(herchar01,Art,Herchenratter)
(hergefr01,Fred,Hergerts)
(hergeph01,Phil,Hergesheimer)
(hergewa01,Wally,Hergesheimer)
(hernri01,Riley,Hern)
(heronre01,Red,Heron)
(herouyv01,Yves,Heroux)
(herpech01,Chris,Herperger)
(herrido01,Don,Herriman)
(herrma01,Matt,Herr)
(herrode01,Denis,Herron)
(herteja01,Jason,Herter)
(hervema01,Matt,Hervey)
(heshksh01,Shaun,Heshka)
(hessbo01,Bob,Hess)
(hewarja01,Jamie,Heward)
(heximob01,Obs,Heximer)
(hextabr01,Bryan,Hextall)
(hextabr02,Bryan,Hextall)
(hextade01,Dennis,Hextall)
(hextaro01,Ron,Hextall)
(heylivi01,Vic,Heyliger)
(hickebi01,Bill,Hicke)
(hickeer01,Ernie,Hicke)
(hickegr01,Greg,Hickey)
(hickepa01,Pat,Hickey)
(hicksal01,Alex,Hicks)
(hicksdo01,Doug,Hicks)
(hicksgl01,Glenn,Hicks)
(hickshe01,Henry,Hicks)
(hickswa01,Wayne,Hicks)
(hidian01,Andre,Hidi)
(hiemeul01,Uli,Hiemer)
(higgich01,Chris,Higgins)
(higgima01,Matt,Higgins)
(higgipa01,Paul,Higgins)
(higgiti01,Tim,Higgins)
(highthe01,Hec,Highton)
(hilbean01,Andy,Hilbert)
(hildeik01,Ike,Hildebrand)
(hillal01,Al,Hill)
(hillbr01,Brian,Hill)
(hilledu01,Dutch,Hiller)
(hilleja01,Jack,Hillen)
(hilleji01,Jim,Hiller)
(hillejo01,Jonas,Hiller)
(hillge01,George,Hill)
(hillira01,Randy,Hillier)
(hillme01,Mel,Hill)
(hillmfl01,Floyd,Hillman)
(hillmla01,Larry,Hillman)
(hillmwa01,Wayne,Hillman)
(hillse01,Sean,Hill)
(hilwojo01,John,Hilworth)
(himesno01,Normie,Himes)
(hindmda01,Dave,Hindmarch)
(hinotda01,Dan,Hinote)
(hinsean01,Andre,Hinse)
(hintoda01,Dan,Hinton)
(hirrora01,Raimo,Hirronen)
(hirscbe01,Bert,Hirschfeld)
(hirscco01,Corey,Hirsch)
(hirscto01,Tom,Hirsch)
(hisloja01,Jamie,Hislop)
(hitchli01,Lionel,Hitchman)
(hjalmni01,Niklas,Hjalmarsson)
(hlavaja01,Jan,Hlavac)
(hlinkiv01,Ivan,Hlinka)
(hlinkja01,Jaroslav,Hlinka)
(hlushto01,Todd,Hlushko)
(hnidysh01,Shane,Hnidy)
(hnilimi01,Milan,Hnilicka)
(hobinmi01,Mike,Hobin)
(hockiju01,Justin,Hocking)
(hodgech01,Charlie,Hodge)
(hodgeke01,Ken,Hodge)
(hodgeke02,Ken,Hodge)
(hodgsco01,Cody,Hodgson)
(hodgsda01,Dan,Hodgson)
(hodgsri01,Rick,Hodgson)
(hodgste01,Ted,Hodgson)
(hodsoke01,Kevin,Hodson)
(hoeksce01,Cec,Hoekstra)
(hoeksed01,Ed,Hoekstra)
(hoeneph01,Phil,Hoene)
(hoffiva01,Val,Hoffinger)
(hoffmbo01,Bob,Hoffmeyer)
(hoffmmi01,Mike,Hoffman)
(hoffmmi02,Mike,Hoffman)
(hoffobr01,Bruce,Hoffort)
(hoffoji01,Jim,Hofford)
(hogabbi01,Bill,Hogaboam)
(hoganda01,Dale,Hoganson)
(hoganed01,Ed,Hogan)
(hoganpa01,Paul,Hoganson)
(hoggaje01,Jeff,Hoggan)
(hoglujo01,Jonas,Hoglund)
(hogosgo01,Goran,Hogosta)
(hoguebe01,Benoit,Hogue)
(holanmi01,Milos,Holan)
(holbrte01,Terry,Holbrook)
(holdeba01,Barney,Holden)
(holdebi01,Bill,Holden)
(holdejo01,Josh,Holden)
(holdema01,Mark,Holden)
(holdeni01,Nick,Holden)
(holikbo01,Bobby,Holik)
(hollaja01,Jason,Holland)
(hollaje01,Jerry,Holland)
(hollake01,Ken,Holland)
(hollape01,Peter,Holland)
(hollaro01,Rob,Holland)
(hollefl01,Flash,Hollett)
(holligo01,Gord,Hollingworth)
(hollite01,Terry,Hollinger)
(hollobr01,Bruce,Holloway)
(hollwry01,Ryan,Hollweg)
(holmebi01,Bill,Holmes)
(holmech01,Chuck,Holmes)
(holmeha01,Hap,Holmes)
(holmelo01,Lou,Holmes)
(holmewa01,Warren,Holmes)
(holmgpa01,Paul,Holmgren)
(holmqjo01,Johan,Holmqvist)
(holmqle01,Leif,Holmquist)
(holmqmi01,Michael,Holmqvist)
(holmsbe01,Ben,Holmstrom)
(holmsto01,Tomas,Holmstrom)
(holosjo01,Jonas,Holos)
(holotjo01,John,Holota)
(holstgr01,Greg,Holst)
(holtbbr01,Braden,Holtby)
(holtch01,Chris,Holt)
(holtga01,Gary,Holt)
(holtra01,Randy,Holt)
(holwaal01,Albert,Holway)
(holyka01,Karel,Holy)
(holzeko01,Korbinian,Holzer)
(holzibr01,Brian,Holzinger)
(homenro01,Ron,Homenuke)
(honcva01,Vaclav,Honc)
(hooper01,R,Hooper)
(hoovero01,Ron,Hoover)
(hopiara01,Ralph,Hopiavouri)
(hopkide01,Dean,Hopkins)
(hopkila01,Larry,Hopkins)
(horacto01,Tony,Horacek)
(horakro01,Roman,Horak)
(horanmi01,Milos,Horan)
(horavmi01,Miloslav,Horava)
(horbudo01,Doug,Horbul)
(horcosh01,Shawn,Horcoff)
(hordida01,Darcy,Hordichuk)
(hordymi01,Mike,Hordy)
(horecpe01,Pete,Horeck)
(hornege01,George,Horne)
(hornere01,Red,Horner)
(hornqpa01,Patric,Hornqvist)
(hornula01,Larry,Hornung)
(hortobi01,Bill,Horton)
(hortona01,Nathan,Horton)
(hortoti01,Tim,Horton)
(horvabr01,Bronco,Horvath)
(hospoed01,Ed,Hospodar)
(hossama01,Marian,Hossa)
(hossama02,Marcel,Hossa)
(hostama01,Martin,Hostak)
(hothagr01,Greg,Hotham)
(houckpa01,Paul,Houck)
(houdado01,Doug,Houda)
(houdecl01,Claude,Houde)
(houdeer01,Eric,Houde)
(houghmi01,Mike,Hough)
(houldbi01,Bill,Houlder)
(houlema01,Martin,Houle)
(houlere01,Rejean,Houle)
(houslph01,Phil,Housley)
(houstke01,Ken,Houston)
(howarja01,Jack,Howard)
(howarji01,Jimmy,Howard)
(howatga01,Garry,Howatt)
(howego01,Gordie,Howe)
(howelha01,Harry,Howell)
(howelro01,Ron,Howell)
(howema01,Mark,Howe)
(howema02,Marty,Howe)
(howesy01,Syd,Howe)
(howevi01,Vic,Howe)
(howsedo01,Don,Howse)
(howsosc01,Scott,Howson)
(hoydada01,Dave,Hoyda)
(hrdinja01,Jan,Hrdina)
(hrdinji01,Jiri,Hrdina)
(hrechda01,Dave,Hrechkosy)
(hrivnji01,Jim,Hrivnak)
(hrkacto01,Tony,Hrkac)
(hrudeke01,Kelly,Hrudey)
(hrycuji01,Jim,Hrycuik)
(hrymnst01,Steve,Hrymnak)
(hryneti01,Tim,Hrynewich)
(huardbi01,Bill,Huard)
(huardro01,Rolly,Huard)
(hubacpe01,Petr,Hubacek)
(huberwi01,Willie,Huber)
(hubicgr01,Greg,Hubick)
(huckfr01,Fran,Huck)
(huculfr01,Fred,Hucul)
(huddych01,Charlie,Huddy)
(hudleji01,Jiri,Hudler)
(hudsoda01,Dave,Hudson)
(hudsole01,Lex,Hudson)
(hudsomi01,Mike,Hudson)
(hudsoro01,Ron,Hudson)
(huetcr01,Cristobal,Huet)
(huffmke01,Kerry,Huffman)
(huggial01,Al,Huggins)
(hugheal01,Albert,Hughes)
(hughebi01,Bill,Hughes)
(hughebr01,Brent,Hughes)
(hughebr02,Brent,Hughes)
(hughefr01,Frank,Hughes)
(hugheho01,Howie,Hughes)
(hugheja01,James,Hughes)
(hugheja02,Jack,Hughes)
(hughejo01,John,Hughes)
(hughepa01,Pat,Hughes)
(hughery01,Ryan,Hughes)
(hulbijo01,Joe,Hulbig)
(hullbo01,Bobby,Hull)
(hullbr01,Brett,Hull)
(hullde01,Dennis,Hull)
(hulljo01,Jody,Hull)
(hullst01,Steve,Hull)
(hulseca01,Cale,Hulse)
(humliv01,Ivan,Huml)
(humphed01,Ed,Humphreys)
(huntbe01,Bert,Hunt)
(hunteda01,Dave,Hunter)
(hunteda02,Dale,Hunter)
(huntema01,Mark,Hunter)
(hunteti01,Tim,Hunter)
(huntetr01,Trent,Hunter)
(huntfr01,Fred,Hunt)
(huntja01,Jamie,Hunt)
(hunwima01,Matt,Hunwick)
(hunwish01,Shawn,Hunwick)
(hurasla01,Larry,Huras)
(hurlbbo01,Bob,Hurlburt)
(hurlbmi01,Mike,Hurlbut)
(hurlepa01,Paul,Hurley)
(hurmeja01,Jani,Hurme)
(hurstro01,Ron,Hurst)
(huscrja01,Jamie,Huscroft)
(huselkr01,Kristian,Huselius)
(huskary01,Ryan,Huska)
(huskike01,Kent,Huskins)
(hussema01,Matt,Hussey)
(hustoro01,Ron,Huston)
(hutchan01,Andrew,Hutchinson)
(hutchda01,Dave,Hutchison)
(hutchro01,Ron,Hutchinson)
(huttobi01,Bill,Hutton)
(hylanha01,Harry,Hyland)
(hyndmmi01,Mike,Hyndman)
(hynesda01,Dave,Hynes)
(hynesgo01,Gord,Hynes)
(hyvonha01,Hannes,Hyvonen)
(iafraal01,Al,Iafrate)
(iggulmi01,Mike,Iggulden)
(iginlja01,Jarome,Iginla)
(ignatvi01,Victor,Ignatjev)
(ihnacmi01,Miroslav,Ihnacak)
(ihnacpe01,Peter,Ihnacak)
(imlacbr01,Brent,Imlach)
(immonja01,Jarkko,Immonen)
(ingarea01,Earl,Ingarfield)
(ingarea02,Earl,Ingarfield)
(inglibi01,Billy,Inglis)
(inglile01,Lee,Inglis)
(ingoljo01,Johnny,Ingoldsby)
(ingpe01,Peter,Ing)
(ingrafr01,Frank,Ingram)
(ingrajo01,John,Ingram)
(ingraro01,Ron,Ingram)
(inkpeda01,Dave,Inkpen)
(innesga01,Gary,Inness)
(intrara01,Ralph,Intranuovo)
(irbear01,Arturs,Irbe)
(irelara01,Randy,Ireland)
(irmenda01,Danny,Irmen)
(ironsjo01,Joe,Ironstone)
(ironsro01,Robbie,Irons)
(irvinal01,Alex,Irvin)
(irvinde01,Del,Irvine)
(irvindi01,Dick,Irvin)
(irvinle01,Leland,Irving)
(irvinte01,Ted,Irvine)
(irwinbr01,Brayden,Irwin)
(irwingl01,Glen,Irwin)
(irwiniv01,Ivan,Irwin)
(isaksul01,Ulf,Isaksson)
(isbisbr01,Brad,Isbister)
(israela01,Larry,Israelson)
(isselki01,Kim,Issel)
(ivanara01,Raitis,Ivanans)
(jablopa01,Pat,Jablonski)
(jacingr01,Greg,Jacina)
(jackmba01,Barret,Jackman)
(jackmri01,Ric,Jackman)
(jackmti01,Tim,Jackman)
(jacksar01,Art,Jackson)
(jacksbu01,Busher,Jackson)
(jacksda01,Dane,Jackson)
(jacksdo01,Doug,Jackson)
(jacksdo02,Don,Jackson)
(jacksha01,Harold,Jackson)
(jacksja01,Jack,Jackson)
(jacksje01,Jeff,Jackson)
(jacksji01,Jim,Jackson)
(jacksll01,Lloyd,Jackson)
(jackspe01,Percy,Jackson)
(jackssc01,Scott,Jackson)
(jacksst01,Stan,Jackson)
(jackswa01,Walter,Jackson)
(jacobpa01,Paul,Jacobs)
(jacobti01,Tim,Jacobs)
(jacquga01,Gary,Jacquith)
(jacquje01,Jean-Francois,Jacques)
(jacquje02,Jeff,Jacques)
(jaffrja01,Jason,Jaffray)
(jagrja01,Jaromir,Jagr)
(jakopjo01,John,Jakopin)
(jakspa01,Pauli,Jaks)
(jakubmi01,Mike,Jakubo)
(jalonka01,Kari,Jalonen)
(jalori01,Risto,Jalo)
(jamesco01,Connor,James)
(jamesge01,Gerry,James)
(jamesva01,Val,James)
(jamieji01,Jim,Jamieson)
(janasst01,Steve,Janaszak)
(janceda01,Dan,Jancevski)
(janecbo01,Bob,Janecyk)
(janikdo01,Doug,Janik)
(jankolo01,Lou,Jankowski)
(jannecr01,Craig,Janney)
(janssca01,Cam,Janssen)
(janssma01,Mark,Janssens)
(jantuma01,Marko,Jantunen)
(jardiry01,Ryan,Jardine)
(jarreco01,Cole,Jarrett)
(jarredo01,Doug,Jarrett)
(jarrega01,Gary,Jarrett)
(jarrypi01,Pierre,Jarry)
(jarveha01,Hannu,Jarvenpaa)
(jarvema01,Martti,Jarventie)
(jarvido01,Doug,Jarvis)
(jarviii01,Iiro,Jarvi)
(jarvija01,James,Jarvis)
(jarviwe01,Wes,Jarvis)
(jaspeja01,Jason,Jaspers)
(javanar01,Arto,Javanainen)
(jaybo01,Bob,Jay)
(jeffrdu01,Dustin,Jeffrey)
(jeffrla01,Larry,Jeffrey)
(jelinto01,Tomas,Jelinek)
(jenkide01,Dean,Jenkins)
(jenkiro01,Roger,Jenkins)
(jennibi01,Bill,Jennings)
(jennigr01,Grant,Jennings)
(jenseal01,Al,Jensen)
(jensech01,Chris,Jensen)
(jenseda01,David,Jensen)
(jenseda02,Darren,Jensen)
(jenseda03,David,Jensen)
(jensejo01,Joe,Jensen)
(jensest01,Steve,Jensen)
(jeremed01,Ed,Jeremiah)
(jerrapa01,Paul,Jerrard)
(jerwafr01,Frank,Jerwa)
(jerwajo01,Joe,Jerwa)
(jessihu01,Hugh,Jessiman)
(jetteal01,Alphonse,Jett)
(jeweled01,Eddie,Jewel)
(jillsje01,Jeff,Jillson)
(jirikja01,Jaroslav,Jirik)
(joanero01,Rosario,Joanette)
(jodziri01,Rick,Jodzio)
(joensje01,Jesse,Joensuu)
(johanan01,Andreas,Johansson)
(johanbi01,Bill,Johansen)
(johanbj01,Bjorn,Johansson)
(johanca01,Calle,Johansson)
(johangl01,Glenn,Johannesen)
(johanjo01,John,Johannson)
(johanjo02,Jonas,Johansson)
(johanma01,Mathias,Johansson)
(johanma02,Magnus,Johansson)
(johanma03,Marcus,Johansson)
(johanro01,Roger,Johansson)
(johanry01,Ryan,Johansen)
(johantr01,Trevor,Johansen)
(johnsaa01,Aaron,Johnson)
(johnsal01,Allan,Johnson)
(johnsbe01,Bernie,Johnston)
(johnsbo01,Bob,Johnson)
(johnsbr01,Brian,Johnson)
(johnsbr02,Brent,Johnson)
(johnsch01,Ching,Johnson)
(johnsch02,Chad,Johnson)
(johnscr01,Craig,Johnson)
(johnsda01,Danny,Johnson)
(johnsdo01,Don,Johns)
(johnsea01,Earl,Johnson)
(johnsed01,Eddie,Johnston)
(johnsed02,Eddie,Johnstone)
(johnser01,Erik,Johnson)
(johnsge01,George,Johnston)
(johnsgr01,Greg,Johnston)
(johnsgr02,Greg,Johnson)
(johnsja01,Jay,Johnston)
(johnsja02,Jack,Johnson)
(johnsji01,Jim,Johnson)
(johnsji02,Jim,Johnson)
(johnsjo01,Joey,Johnston)
(johnski01,Kim,Johnsson)
(johnsla01,Larry,Johnston)
(johnsma01,Marshall,Johnston)
(johnsma02,Mark,Johnson)
(johnsma03,Matt,Johnson)
(johnsmi01,Mike,Johnson)
(johnsmo01,Moose,Johnson)
(johnsni01,Nick,Johnson)
(johnsno01,Norm,Johnson)
(johnsra01,Randy,Johnston)
(johnsro01,Ross,Johnstone)
(johnsry01,Ryan,Johnson)
(johnssk01,Skull,Johnson)
(johnste01,Terry,Johnson)
(johnsto01,Tom,Johnson)
(johnsvi01,Virgil,Johnson)
(jokelmi01,Mikko,Jokela)
(jokinju01,Jussi,Jokinen)
(jokinol01,Olli,Jokinen)
(joliaau01,Aurel,Joliat)
(joliare01,Rene,Joliat)
(jolygr01,Greg,Joly)
(jolyyv01,Yvan,Joly)
(jomphje01,Jean-Francois,Jomphe)
(jonatst01,Stan,Jonathan)
(jonesbl01,Blair,Jones)
(jonesbo01,Bob,Jones)
(jonesbr01,Brad,Jones)
(jonesbu01,Buck,Jones)
(jonesch01,Chief,Jones)
(jonesda01,David,Jones)
(jonesji01,Jim,Jones)
(jonesji02,Jimmy,Jones)
(joneske01,Keith,Jones)
(jonesma01,Matt,Jones)
(jonesra01,Randy,Jones)
(jonesro01,Ron,Jones)
(jonesry01,Ryan,Jones)
(jonesty01,Ty,Jones)
(jonssha01,Hans,Jonsson)
(jonssjo01,Jorgen,Jonsson)
(jonsske01,Kenny,Jonsson)
(jonssla01,Lars,Jonsson)
(jonssto01,Tomas,Jonsson)
(joppvi01,Victor,Jopp)
(jordahe01,Herb,Jordan)
(jordari01,Ric,Jordan)
(josefja01,Jacob,Josefson)
(josepch01,Chris,Joseph)
(josepcu01,Curtis,Joseph)
(josepto01,Tony,Joseph)
(josiro01,Roman,Josi)
(joslide01,Derek,Joslin)
(joudran01,Andrew,Joudrey)
(jovaned01,Ed,Jovanovski)
(joyaled01,Eddie,Joyal)
(joycebo01,Bob,Joyce)
(joycedu01,Duane,Joyce)
(juckebi01,Bing,Juckes)
(juhlipa01,Patrik,Juhlin)
(juliecl01,Claude,Julien)
(juneajo01,Joe,Juneau)
(junkest01,Steve,Junker)
(junkijo01,Joe,Junkin)
(junlajo01,Jonas,Junland)
(jurcimi01,Milan,Jurcina)
(justida01,Dan,Justin)
(jutilti01,Timo,Jutila)
(juzdabi01,Bill,Juzda)
(jyrkkju01,Juha,Jyrkkio)
(kaareja01,Jari,Kaarela)
(kaarima01,Matti,Kaario)
(kabanal01,Alexander,Kabanov)
(kabelbo01,Bob,Kabel)
(kaberfr01,Frantisek,Kaberle)
(kaberto01,Tomas,Kaberle)
(kachoma01,Mark,Kachowski)
(kachued01,Ed,Kachur)
(kadrina01,Nazem,Kadri)
(kaesetr01,Trent,Kaese)
(kaigoal01,Alexei,Kaigorodov)
(kaiseve01,Vern,Kaiser)
(kalbfwa01,Walter,Kalbfleish)
(kaletal01,Alex,Kaleta)
(kaletpa01,Patrick,Kaleta)
(kalindm01,Dmitri,Kalinin)
(kalinjo01,Jonathon,Kalinski)
(kallito01,Tomi,Kallio)
(kalluan01,Anders,Kallur)
(kaluspe01,Petr,Kalus)
(kamenva01,Valeri,Kamensky)
(kaminke01,Kevin,Kaminski)
(kaminma01,Max,Kaminsky)
(kaminya01,Yan,Kaminsky)
(kampfst01,Steven,Kampfer)
(kampmbi01,Bingo,Kampman)
(kamppha01,Hannu,Kamppuri)
(kanato01,Tomas,Kana)
(kanebo01,Boyd,Kane)
(kaneev01,Evander,Kane)
(kanefr01,Francis,Kane)
(kanepa01,Patrick,Kane)
(kankope01,Petr,Kanko)
(kannego01,Gord,Kannegiesser)
(kannesh01,Sheldon,Kannegiesser)
(kapanni01,Niko,Kapanen)
(kapansa01,Sami,Kapanen)
(kapoumi01,Miroslav,Kapoun)
(kapusse01,Sergei,Kapustin)
(karabla01,Ladislav,Karabin)
(karakmi01,Mike,Karakas)
(karalje01,Jere,Karalahti)
(karamvi01,Vitali,Karamnov)
(kariypa01,Paul,Kariya)
(kariyst01,Steve,Kariya)
(karjaky01,Kyosti,Karjalainen)
(karlaal01,Al,Karlander)
(karlsan01,Andreas,Karlsson)
(karlser01,Erik,Karlsson)
(karlshe01,Henrik,Karlsson)
(karpada01,Dave,Karpa)
(karpoal01,Alexander,Karpovtsev)
(karpova01,Valeri,Karpov)
(karsuma01,Martins,Karsums)
(kasatal01,Alexei,Kasatonov)
(kaspada01,Darius,Kasparaitis)
(kaspalu01,Lukas,Kaspar)
(kaspest01,Steve,Kasper)
(kasside01,Dennis,Kassian)
(kassima01,Matt,Kassian)
(kassiza01,Zack,Kassian)
(kasteed01,Ed,Kastelic)
(kaszymi01,Mike,Kaszycki)
(katicma01,Mark,Katic)
(kavanpa01,Pat,Kavanagh)
(keaed01,Ed,Kea)
(keanemi01,Mike,Keane)
(keansdo01,Doug,Keans)
(kearnbr01,Bracken,Kearns)
(kearnde01,Dennis,Kearns)
(keatija01,Jack,Keating)
(keatijo01,John,Keating)
(keatimi01,Mike,Keating)
(keatsdu01,Duke,Keats)
(keczmda01,Dan,Keczmer)
(keefesh01,Sheldon,Keefe)
(keelemi01,Mike,Keeler)
(keelibu01,Butch,Keeling)
(keenado01,Don,Keenan)
(keenala01,Larry,Keenan)
(keetlma01,Matt,Keetley)
(kehoeri01,Rick,Kehoe)
(keithdu01,Duncan,Keith)
(keithma01,Matt,Keith)
(kekalja01,Jarmo,Kekalainen)
(kellech01,Chris,Kelleher)
(kellera01,Ralph,Keller)
(kellery01,Ryan,Keller)
(kellgch01,Christer,Kellgren)
(kellybo01,Bob,Kelly)
(kellybo02,Bob,Kelly)
(kellych01,Chris,Kelly)
(kellyda01,Dave,Kelly)
(kellyfr01,Frank,Kelly)
(kellyjo01,John Paul,Kelly)
(kellype01,Pep,Kelly)
(kellype02,Pete,Kelly)
(kellyre01,Red,Kelly)
(kellyst01,Steve,Kelly)
(kempke01,Kevin,Kemp)
(kempst01,Stan,Kemp)
(kenadch01,Chris,Kenady)
(kendabi01,Bill,Kendall)
(kendaca01,Carl,Kendall)
(kennede01,Dean,Kennedy)
(kennefo01,Forbes,Kennedy)
(kenneja01,Jamie,Kennedy)
(kennemi01,Mike,Kennedy)
(kennemu01,Murray,Kennett)
(kennesh01,Sheldon,Kennedy)
(kennete01,Ted,Kennedy)
(kenneti01,Tim,Kennedy)
(kennety01,Tyler,Kennedy)
(kennyer01,Ernest,Kenny)
(keogamu01,Murray,Keogan)
(keonda01,Dave,Keon)
(kerchal01,Alexander,Kerch)
(kerral01,Alan,Kerr)
(kerral02,Albert,Kerr)
(kerrda01,Dave,Kerr)
(kerrre01,Reg,Kerr)
(kerrti01,Tim,Kerr)
(kersldo01,Doug,Kerslake)
(kesada01,Dan,Kesa)
(keslery01,Ryan,Kesler)
(kesseph01,Phil,Kessel)
(kesseri01,Rick,Kessell)
(ketolve01,Veli-Pekka,Ketola)
(ketteke01,Kerry,Ketter)
(khabini01,Nikolai,Khabibulin)
(kharial01,Alexander,Kharitonov)
(kharise01,Sergei,Kharin)
(khavaal01,Alexander,Khavanov)
(khmylyu01,Yuri,Khmylev)
(khrisdm01,Dmitri,Khristich)
(khudoan01,Anton,Khudobin)
(kiddia01,Ian,Kidd)
(kiddtr01,Trevor,Kidd)
(kielyjo01,John,Kiely)
(kiessud01,Udo,Kiessling)
(kilgech01,Chad,Kilger)
(kilrebr01,Brian,Kilrea)
(kilrehe01,Hec,Kilrea)
(kilreke01,Ken,Kilrea)
(kilrewa01,Wally,Kilrea)
(kimblda01,Darin,Kimble)
(kindlja01,Jakub,Kindl)
(kindror01,Orest,Kindrachuk)
(king01,,King)
(kingde01,Derek,King)
(kingdj01,D.J.,King)
(kingdw01,Dwight,King)
(kingfr01,Frank,King)
(kingja01,Jason,King)
(kingkr01,Kris,King)
(kingsc01,Scott,King)
(kingst01,Steven,King)
(kingst02,Steve,King)
(kingwa01,Wayne,King)
(kinnege01,Geordie,Kinnear)
(kinrage01,Geoff,Kinrade)
(kinsebr01,Brian,Kinsella)
(kinsera01,Ray,Kinsella)
(kipruma01,Marko,Kiprusoff)
(kiprumi01,Miikka,Kiprusoff)
(kirkbo01,Bobby,Kirk)
(kirkga01,Gavin,Kirk)
(kirkpbo01,Bob,Kirkpatrick)
(kirtoma01,Mark,Kirton)
(kisioke01,Kelly,Kisio)
(kitchbi01,Bill,Kitchen)
(kitchho01,Hobie,Kitchen)
(kitchmi01,Mike,Kitchen)
(kjellpa01,Patric,Kjellberg)
(klaboja01,Jan,Klabouch)
(klaseli01,Linus,Klasen)
(klassra01,Ralph,Klassen)
(klattbi01,Bill,Klatt)
(klatttr01,Trent,Klatt)
(kleeke01,Ken,Klee)
(kleinke01,Kevin,Klein)
(kleinll01,Lloyd,Klein)
(kleinsc01,Scot,Kleinendorst)
(kleiste01,Terry,Kleisinger)
(klemean01,Anton,Klementyev)
(klemmjo01,Jon,Klemm)
(klepija01,Jakub,Klepis)
(kleslro01,Rostislav,Klesla)
(klimape01,Petr,Klima)
(klimose01,Sergei,Klimovich)
(klingca01,Carl,Klingberg)
(klingik01,Ike,Klingbeil)
(klinkro01,Rob,Klinkhammer)
(kloucto01,Tomas,Kloucek)
(klukajo01,Joe,Klukay)
(kluzago01,Gord,Kluzak)
(klymkju01,Julian,Klymkiw)
(knibbbi01,Bill,Knibbs)
(knibbda01,Darrel,Knibbs)
(knickri01,Rick,Knickle)
(knipsfr01,Fred,Knipscheer)
(knottni01,Nick,Knott)
(knoxpa01,Paul,Knox)
(knublmi01,Mike,Knuble)
(knutses01,Espen,Knutsen)
(koalsma01,Matt,Koalska)
(kobasch01,Chuck,Kobasew)
(kocerja01,Jaroslav,Kocer)
(kochadi01,Dieter,Kochan)
(kocida01,David,Koci)
(kocurjo01,Joe,Kocur)
(koehlgr01,Greg,Koehler)
(kohndu01,Dustin,Kohn)
(kohnla01,Ladislav,Kohn)
(koistvi01,Ville,Koistinen)
(koivito01,Tom,Koivisto)
(koivumi01,Mikko,Koivu)
(koivusa01,Saku,Koivu)
(kokkoke01,Keith,Kokkola)
(kokrmji01,Jindrich,Kokrment)
(kolankr01,Krys,Kolanos)
(kolarch01,Chad,Kolarik)
(kolarji01,Jiri,Kolar)
(kolarpa01,Pavel,Kolarik)
(kolesma01,Mark,Kolesar)
(kolesvi01,Vitaly,Kolesnik)
(kolniju01,Juraj,Kolnik)
(kolstde01,Dean,Kolstad)
(koltsko01,Konstantin,Koltsov)
